delivery_id,order_id,delivery_status,delivery_time,rider_id
1444,6237,Not Delivered,21:37:50,29
1445,558,Delivered,14:58:6,25
1446,2800,Delivered,11:26:6,1
1447,4852,Not Delivered,23:23:21,13
1448,4509,Not Delivered,7:27:55,16
1449,2432,Not Delivered,20:21:23,12
1450,1642,Not Delivered,7:58:22,24
1451,8608,Delivered,18:47:57,22
1452,6709,Delivered,13:45:54,9
1453,749,Delivered,10:13:16,10
1454,9383,Not Delivered,6:22:18,14
1455,4285,Not Delivered,1:45:45,6
1456,7857,Delivered,4:37:52,32
1457,9255,Not Delivered,22:51:56,10
1458,2114,Delivered,13:51:12,30
1459,7642,Delivered,12:41:15,24
1460,5112,Not Delivered,0:1:31,15
1461,682,Delivered,1:20:34,33
1462,2547,Delivered,15:7:30,16
1463,8654,Delivered,8:49:53,2
1464,3508,Not Delivered,1:30:23,17
1465,9231,Delivered,17:27:20,6
1466,1681,Delivered,21:12:12,16
1467,1390,Not Delivered,12:45:12,6
1468,6095,Delivered,12:1:20,20
1469,2122,Not Delivered,13:53:31,29
1470,4947,Delivered,7:28:33,34
1471,2656,Not Delivered,12:29:20,12
1472,763,Not Delivered,10:53:28,30
1473,6579,Not Delivered,17:36:12,15
1474,3801,Delivered,6:20:36,27
1475,3074,Not Delivered,15:5:52,24
1476,296,Not Delivered,4:43:42,27
1477,6767,Not Delivered,13:49:22,32
1478,853,Delivered,8:51:46,34
1479,8767,Delivered,4:1:23,26
1480,4344,Delivered,0:3:10,17
1481,1381,Not Delivered,8:53:10,17
1482,4584,Not Delivered,1:18:49,23
1483,2237,Delivered,12:22:55,12
1484,5280,Not Delivered,19:33:2,29
1485,317,Delivered,20:4:14,18
1486,9980,Not Delivered,5:53:49,5
1487,5639,Not Delivered,5:4:14,14
1488,8822,Delivered,4:9:44,28
1489,3202,Delivered,15:0:16,25
1490,3549,Delivered,1:32:29,26
1491,4241,Not Delivered,6:51:20,29
1492,4508,Not Delivered,2:39:3,15
1493,768,Not Delivered,23:9:9,21
1494,9226,Delivered,20:7:16,1
1495,1221,Delivered,14:3:11,24
1496,1821,Not Delivered,8:14:54,12
1497,8062,Not Delivered,20:42:16,18
1498,5140,Delivered,0:38:51,11
1499,4912,Delivered,7:47:16,14
1500,2828,Delivered,22:36:3,33
1501,1302,Delivered,9:7:11,23
1502,4482,Delivered,12:41:13,11
1503,5844,Not Delivered,17:39:47,14
1504,8861,Not Delivered,16:20:58,20
1505,908,Delivered,14:58:30,26
1506,8191,Delivered,7:24:20,30
1507,6554,Delivered,18:6:55,28
1508,5789,Not Delivered,3:59:30,22
1509,5641,Delivered,6:54:14,5
1510,5622,Delivered,4:36:56,17
1511,7603,Delivered,12:54:43,12
1512,1291,Delivered,0:22:16,31
1513,3133,Delivered,0:19:15,16
1514,8943,Not Delivered,6:34:8,8
1515,5793,Not Delivered,10:4:36,29
1516,5245,Delivered,14:21:56,30
1517,3090,Not Delivered,0:21:58,3
1518,1082,Delivered,16:44:52,34
1519,5650,Delivered,11:14:54,12
1520,9609,Not Delivered,2:32:3,4
1521,4628,Not Delivered,23:12:55,16
1522,6190,Not Delivered,7:50:47,20
1523,7611,Not Delivered,4:52:34,27
1524,3256,Not Delivered,3:31:26,1
1525,9605,Delivered,3:16:43,23
1526,3399,Not Delivered,11:46:19,28
1527,4334,Delivered,3:37:2,12
1528,5539,Delivered,22:24:16,5
1529,5354,Delivered,7:29:3,2
1530,2175,Delivered,5:18:59,20
1531,8701,Not Delivered,3:11:15,10
1532,7270,Not Delivered,3:55:26,23
1533,7035,Not Delivered,1:20:58,28
1534,7616,Delivered,4:12:43,23
1535,3383,Delivered,3:59:13,5
1536,3831,Not Delivered,4:8:35,16
1537,4863,Not Delivered,23:43:28,9
1538,5193,Not Delivered,11:9:57,15
1539,1167,Not Delivered,2:54:23,14
1540,2656,Not Delivered,11:22:2,3
1541,530,Not Delivered,13:14:15,2
1542,4550,Not Delivered,0:41:42,24
1543,9250,Not Delivered,16:58:48,31
1544,2083,Not Delivered,3:50:18,10
1545,264,Not Delivered,11:6:0,24
1546,3236,Delivered,20:41:48,3
1547,6411,Not Delivered,3:37:45,1
1548,4575,Not Delivered,18:56:11,11
1549,1489,Delivered,7:23:44,17
1550,3727,Delivered,0:59:8,33
1551,1779,Delivered,5:41:5,27
1552,9526,Not Delivered,20:54:10,15
1553,5392,Not Delivered,12:22:53,1
1554,7123,Not Delivered,17:2:46,10
1555,5656,Delivered,17:44:9,33
1556,8670,Delivered,13:39:37,27
1557,2506,Delivered,6:34:3,3
1558,4203,Delivered,19:6:7,31
1559,6032,Delivered,22:51:24,17
1560,6889,Delivered,18:51:23,14
1561,1305,Not Delivered,0:5:16,11
1562,3486,Not Delivered,5:31:34,25
1563,2371,Delivered,17:24:52,3
1564,8136,Delivered,8:23:23,2
1565,4691,Delivered,10:28:1,21
1566,5341,Not Delivered,23:24:29,31
1567,68,Not Delivered,21:24:29,31
1568,2085,Not Delivered,11:13:40,12
1569,1068,Delivered,17:7:57,16
1570,9296,Delivered,14:33:49,26
1571,8141,Not Delivered,17:31:45,23
1572,1040,Not Delivered,4:1:49,24
1573,6773,Not Delivered,11:13:57,28
1574,3659,Not Delivered,0:27:52,11
1575,8494,Not Delivered,14:23:36,20
1576,6192,Not Delivered,5:13:22,34
1577,1661,Not Delivered,7:26:12,10
1578,7221,Delivered,0:2:31,32
1579,4531,Delivered,9:32:21,18
1580,6941,Not Delivered,14:12:15,20
1581,954,Delivered,6:55:15,7
1582,5373,Not Delivered,8:8:15,31
1583,4934,Delivered,19:56:58,17
1584,6009,Delivered,22:20:12,1
1585,9005,Delivered,18:36:7,6
1586,3827,Delivered,19:51:16,30
1587,4147,Not Delivered,21:35:30,15
1588,1164,Not Delivered,0:8:31,19
1589,6614,Not Delivered,16:29:36,25
1590,5988,Not Delivered,5:28:2,4
1591,9414,Not Delivered,10:30:50,28
1592,8100,Delivered,5:19:8,33
1593,3620,Delivered,0:27:2,19
1594,6000,Not Delivered,16:11:3,18
1595,5715,Not Delivered,0:12:9,3
1596,3841,Delivered,3:43:59,13
1597,2766,Not Delivered,6:18:6,16
1598,8251,Not Delivered,15:31:38,17
1599,2259,Not Delivered,12:53:8,19
1600,562,Delivered,21:49:16,25
1601,6107,Not Delivered,7:41:3,1
1602,9080,Delivered,17:58:27,16
1603,5422,Delivered,14:20:32,33
1604,7883,Delivered,2:43:44,4
1605,6996,Not Delivered,3:0:14,11
1606,928,Delivered,17:32:15,18
1607,1885,Delivered,10:36:44,24
1608,9616,Not Delivered,12:29:21,27
1609,5700,Delivered,12:22:5,24
1610,8194,Not Delivered,10:34:7,34
1611,2259,Delivered,22:16:17,30
1612,1324,Delivered,1:55:34,33
1613,9517,Delivered,6:20:56,29
1614,2803,Not Delivered,6:59:28,24
1615,2867,Not Delivered,11:25:8,3
1616,7102,Not Delivered,6:57:46,14
1617,8540,Not Delivered,9:24:51,22
1618,4877,Delivered,7:38:58,9
1619,8784,Not Delivered,1:43:19,7
1620,1010,Delivered,0:49:25,25
1621,3061,Not Delivered,8:45:1,30
1622,940,Delivered,8:16:23,1
1623,5263,Delivered,5:53:56,4
1624,6405,Not Delivered,11:39:19,32
1625,8265,Not Delivered,6:50:7,13
1626,4690,Not Delivered,6:41:32,14
1627,4619,Not Delivered,11:13:45,15
1628,878,Delivered,18:35:54,23
1629,1477,Not Delivered,20:27:15,16
1630,3158,Delivered,21:53:3,18
1631,9825,Delivered,6:4:30,22
1632,6510,Delivered,11:39:13,2
1633,2994,Delivered,4:9:32,16
1634,7775,Not Delivered,10:34:48,16
1635,9927,Delivered,13:24:54,14
1636,8073,Delivered,11:22:17,3
1637,3965,Delivered,0:2:1,10
1638,2880,Delivered,12:30:8,23
1639,3160,Not Delivered,17:4:31,17
1640,6360,Delivered,14:54:16,3
1641,3565,Delivered,22:21:20,2
1642,375,Not Delivered,23:38:1,28
1643,6502,Delivered,10:27:4,18
1644,8117,Not Delivered,11:43:9,16
1645,3600,Not Delivered,8:54:52,5
1646,1524,Not Delivered,23:24:12,29
1647,9327,Not Delivered,17:21:6,14
1648,2091,Not Delivered,22:20:16,15
1649,8974,Not Delivered,18:48:57,14
1650,1725,Not Delivered,0:18:30,4
1651,1179,Delivered,17:0:37,26
1652,7979,Delivered,12:14:9,29
1653,9752,Not Delivered,3:2:47,20
1654,6953,Delivered,15:5:11,8
1655,4287,Delivered,6:19:5,25
1656,474,Not Delivered,5:48:42,1
1657,3454,Not Delivered,17:42:37,28
1658,2149,Not Delivered,21:25:28,9
1659,4377,Delivered,12:46:14,23
1660,102,Not Delivered,14:10:26,6
1661,2803,Not Delivered,14:5:7,9
1662,9056,Delivered,18:16:28,18
1663,1247,Delivered,14:39:59,28
1664,4629,Delivered,8:18:14,25
1665,742,Not Delivered,10:3:9,30
1666,1943,Delivered,14:34:6,14
1667,3687,Not Delivered,20:8:57,1
1668,7416,Not Delivered,19:21:56,31
1669,1475,Delivered,13:47:48,6
1670,3325,Not Delivered,1:54:19,1
1671,4747,Not Delivered,7:7:37,1
1672,9568,Delivered,14:57:52,28
1673,9947,Delivered,14:0:21,27
1674,9643,Delivered,0:13:16,20
1675,1340,Not Delivered,0:47:46,34
1676,6064,Not Delivered,6:5:53,15
1677,6553,Not Delivered,11:32:28,14
1678,8196,Delivered,17:26:37,19
1679,6362,Delivered,18:11:2,19
1680,7090,Delivered,3:32:37,26
1681,9271,Not Delivered,6:10:52,8
1682,4493,Not Delivered,14:42:37,32
1683,5608,Delivered,20:9:54,20
1684,6978,Not Delivered,18:50:29,32
1685,4840,Not Delivered,17:44:14,31
1686,7332,Delivered,13:9:11,8
1687,4652,Delivered,2:31:6,30
1688,7424,Not Delivered,3:20:38,3
1689,1193,Delivered,8:42:13,32
1690,2176,Delivered,21:21:39,6
1691,3194,Delivered,8:33:36,9
1692,2026,Not Delivered,7:19:41,5
1693,24,Not Delivered,0:5:15,32
1694,2548,Not Delivered,0:34:47,8
1695,1285,Not Delivered,10:21:22,4
1696,7570,Delivered,9:35:9,17
1697,3260,Not Delivered,13:13:5,14
1698,7230,Delivered,4:4:13,24
1699,3486,Not Delivered,9:43:0,25
1700,408,Not Delivered,20:10:55,7
1701,8867,Not Delivered,0:18:41,34
1702,8825,Delivered,13:15:18,28
1703,9050,Not Delivered,15:11:0,21
1704,2387,Not Delivered,13:30:2,11
1705,7063,Delivered,8:29:20,10
1706,6268,Delivered,16:16:36,24
1707,9821,Delivered,14:21:30,6
1708,8914,Delivered,17:45:16,13
1709,9017,Delivered,9:1:5,18
1710,5275,Not Delivered,4:21:28,12
1711,1925,Not Delivered,15:25:13,12
1712,8956,Delivered,11:1:36,1
1713,3665,Not Delivered,19:2:39,3
1714,552,Delivered,20:37:26,20
1715,4340,Not Delivered,3:40:59,9
1716,1462,Delivered,4:49:53,22
1717,668,Delivered,13:0:21,21
1718,3324,Delivered,19:3:5,15
1719,5784,Delivered,9:43:40,17
1720,4419,Delivered,10:30:54,31
1721,2163,Delivered,19:38:8,25
1722,8441,Delivered,9:29:14,25
1723,5152,Delivered,21:22:36,27
1724,4538,Not Delivered,0:5:11,25
1725,4309,Not Delivered,17:7:53,22
1726,1026,Delivered,2:44:4,34
1727,4153,Delivered,10:40:24,32
1728,7762,Not Delivered,0:41:30,27
1729,3979,Not Delivered,10:54:5,5
1730,152,Not Delivered,18:13:43,13
1731,8603,Delivered,10:21:31,23
1732,1924,Not Delivered,5:47:42,3
1733,2736,Not Delivered,9:50:18,11
1734,7377,Not Delivered,8:56:17,13
1735,7731,Delivered,18:11:47,21
1736,205,Delivered,13:59:8,20
1737,1760,Delivered,3:16:8,32
1738,2818,Delivered,21:13:59,10
1739,5371,Not Delivered,4:3:33,19
1740,6217,Delivered,22:1:46,10
1741,245,Not Delivered,1:24:55,7
1742,236,Delivered,10:43:33,34
1743,4313,Delivered,21:20:38,32
1744,6530,Not Delivered,11:9:47,25
1745,8252,Not Delivered,14:53:59,10
1746,3563,Not Delivered,7:3:0,7
1747,8122,Not Delivered,10:50:56,15
1748,1801,Delivered,10:55:45,21
1749,1364,Delivered,13:34:38,11
1750,2809,Delivered,5:56:24,15
1751,2624,Not Delivered,11:11:39,20
1752,640,Not Delivered,20:30:9,22
1753,2551,Not Delivered,8:57:32,30
1754,4612,Not Delivered,15:27:58,21
1755,5597,Not Delivered,7:17:11,24
1756,9126,Delivered,19:22:11,30
1757,4895,Delivered,21:4:50,11
1758,79,Delivered,7:30:23,24
1759,1034,Delivered,14:32:48,19
1760,7203,Delivered,15:29:37,18
1761,3318,Delivered,10:37:28,26
1762,3425,Not Delivered,23:27:59,18
1763,1869,Not Delivered,5:5:6,13
1764,6441,Delivered,22:38:26,9
1765,4790,Not Delivered,10:39:44,1
1766,4908,Delivered,8:35:21,8
1767,1557,Not Delivered,8:57:46,4
1768,5634,Delivered,11:8:35,11
1769,7712,Delivered,15:17:22,18
1770,6664,Not Delivered,16:26:58,6
1771,5742,Not Delivered,8:23:50,13
1772,964,Not Delivered,16:48:50,27
1773,6840,Not Delivered,22:50:16,14
1774,9968,Delivered,3:54:20,31
1775,6187,Delivered,5:9:30,22
1776,8006,Delivered,11:28:15,6
1777,1052,Delivered,23:31:56,6
1778,6023,Not Delivered,8:49:20,27
1779,4757,Not Delivered,16:13:9,4
1780,4045,Not Delivered,9:20:56,24
1781,5387,Delivered,1:57:26,34
1782,5762,Delivered,14:58:24,28
1783,7620,Not Delivered,13:58:57,15
1784,5418,Not Delivered,1:42:52,21
1785,4942,Delivered,22:30:35,1
1786,2977,Delivered,11:47:5,29
1787,420,Delivered,6:54:50,27
1788,9963,Delivered,10:57:59,5
1789,2677,Not Delivered,20:53:41,2
1790,9943,Delivered,13:29:6,33
1791,3331,Not Delivered,13:7:39,19
1792,325,Not Delivered,6:6:16,7
1793,9136,Delivered,21:49:4,26
1794,6699,Not Delivered,19:29:23,9
1795,8815,Not Delivered,21:40:39,33
1796,5176,Delivered,1:14:51,8
1797,6268,Delivered,17:47:37,17
1798,3155,Delivered,3:50:48,8
1799,2014,Not Delivered,19:38:42,7
1800,6887,Delivered,15:25:25,9
1801,4015,Delivered,19:18:40,2
1802,4045,Delivered,7:7:7,3
1803,1310,Not Delivered,9:16:15,4
1804,7706,Not Delivered,10:7:52,8
1805,6239,Not Delivered,13:58:40,34
1806,8736,Delivered,2:19:50,6
1807,5947,Not Delivered,21:1:1,4
1808,3981,Not Delivered,18:38:12,10
1809,1890,Delivered,12:17:1,20
1810,3528,Delivered,16:12:11,23
1811,6187,Not Delivered,4:42:38,17
1812,7258,Not Delivered,12:19:17,33
1813,9768,Delivered,9:10:57,22
1814,5283,Not Delivered,9:57:40,8
1815,2186,Delivered,13:1:0,22
1816,1294,Not Delivered,18:14:27,28
1817,2688,Delivered,21:16:51,9
1818,4059,Delivered,1:1:56,17
1819,3616,Delivered,22:33:31,2
1820,6360,Not Delivered,0:3:7,11
1821,2954,Not Delivered,8:22:18,14
1822,5769,Delivered,6:30:6,4
1823,9576,Not Delivered,11:38:31,20
1824,36,Not Delivered,9:32:37,23
1825,2732,Not Delivered,20:17:21,7
1826,2434,Delivered,1:3:22,29
1827,9874,Delivered,1:20:11,1
1828,4362,Not Delivered,18:34:17,14
1829,2384,Not Delivered,14:2:57,4
1830,3838,Delivered,15:51:35,33
1831,814,Delivered,19:11:28,11
1832,4665,Delivered,17:26:44,18
1833,169,Delivered,17:14:43,32
1834,5914,Not Delivered,22:54:6,34
1835,9556,Not Delivered,22:28:24,31
1836,5685,Not Delivered,4:49:55,7
1837,4987,Not Delivered,5:58:47,30
1838,6853,Not Delivered,20:46:30,23
1839,4926,Delivered,12:10:31,15
1840,7929,Delivered,1:40:48,23
1841,5957,Not Delivered,8:53:15,31
1842,6464,Delivered,14:44:34,22
1843,852,Delivered,13:22:50,19
1844,1773,Delivered,8:44:17,24
1845,8282,Delivered,7:10:10,16
1846,7053,Delivered,16:27:13,18
1847,3823,Not Delivered,7:55:13,31
1848,125,Delivered,6:53:13,15
1849,9417,Not Delivered,19:7:4,2
1850,1996,Not Delivered,17:41:26,17
1851,58,Delivered,14:18:19,2
1852,3626,Not Delivered,0:27:25,7
1853,9147,Delivered,4:56:28,32
1854,6268,Delivered,10:6:24,6
1855,1930,Not Delivered,14:24:58,4
1856,822,Delivered,4:54:46,27
1857,9567,Not Delivered,13:57:36,34
1858,6921,Not Delivered,3:59:26,28
1859,2131,Delivered,5:50:54,8
1860,7231,Delivered,4:19:56,1
1861,927,Not Delivered,10:38:58,5
1862,6036,Not Delivered,20:52:36,31
1863,4071,Not Delivered,20:31:36,8
1864,3170,Delivered,14:56:24,26
1865,7455,Delivered,21:43:20,31
1866,3655,Not Delivered,5:55:55,26
1867,9105,Not Delivered,10:18:5,12
1868,7068,Delivered,5:5:10,12
1869,8405,Not Delivered,14:33:28,27
1870,8333,Not Delivered,15:40:28,16
1871,8827,Delivered,15:9:9,15
1872,1838,Not Delivered,9:16:25,13
1873,3122,Delivered,14:7:56,27
1874,4761,Delivered,13:3:36,17
1875,4996,Not Delivered,14:5:39,31
1876,4522,Delivered,0:54:54,24
1877,1275,Delivered,13:39:48,31
1878,9225,Delivered,22:42:18,18
1879,2790,Not Delivered,13:49:45,29
1880,4490,Delivered,8:15:10,30
1881,6748,Delivered,9:53:45,34
1882,4053,Delivered,2:18:21,30
1883,6364,Delivered,20:27:58,32
1884,4287,Delivered,2:10:36,31
1885,2890,Not Delivered,12:52:57,18
1886,268,Not Delivered,19:53:0,33
1887,8016,Delivered,8:53:20,16
1888,5218,Delivered,18:30:34,11
1889,5637,Not Delivered,9:47:38,13
1890,516,Not Delivered,4:12:27,29
1891,8398,Not Delivered,3:19:50,25
1892,2531,Not Delivered,4:14:56,12
1893,7205,Not Delivered,23:33:41,28
1894,2044,Not Delivered,3:30:17,1
1895,4044,Not Delivered,10:38:1,5
1896,545,Delivered,5:18:38,29
1897,6721,Not Delivered,16:21:0,12
1898,8003,Delivered,13:23:12,8
1899,3416,Delivered,15:24:24,26
1900,936,Delivered,0:34:34,34
1901,6781,Not Delivered,19:53:7,4
1902,8279,Not Delivered,1:47:4,20
1903,9965,Not Delivered,16:27:1,32
1904,1317,Not Delivered,1:9:49,13
1905,799,Delivered,15:48:15,9
1906,450,Delivered,13:12:41,28
1907,6289,Not Delivered,6:36:11,22
1908,7488,Not Delivered,13:33:16,11
1909,9312,Delivered,13:2:11,6
1910,2474,Delivered,22:43:18,33
1911,759,Not Delivered,1:53:57,12
1912,4566,Not Delivered,23:1:5,32
1913,4443,Delivered,11:7:45,21
1914,6790,Not Delivered,6:17:44,4
1915,9807,Not Delivered,10:37:33,24
1916,570,Not Delivered,18:42:22,34
1917,5315,Not Delivered,3:49:43,31
1918,1251,Delivered,3:37:59,12
1919,3653,Not Delivered,6:58:42,2
1920,8275,Not Delivered,18:25:15,22
1921,5134,Not Delivered,12:21:33,33
1922,5664,Delivered,22:32:0,17
1923,5623,Delivered,9:24:34,9
1924,8325,Not Delivered,15:9:56,3
1925,747,Delivered,4:27:25,30
1926,511,Not Delivered,3:0:30,12
1927,2115,Not Delivered,16:7:40,11
1928,4840,Delivered,10:47:5,28
1929,5204,Delivered,17:16:41,15
1930,6313,Not Delivered,12:43:35,2
1931,5200,Not Delivered,8:42:46,12
1932,4006,Delivered,12:10:27,19
1933,8751,Not Delivered,20:13:56,13
1934,8412,Delivered,18:18:48,23
1935,6389,Delivered,14:42:51,10
1936,639,Not Delivered,20:52:50,30
1937,6275,Delivered,10:27:56,33
1938,5035,Not Delivered,15:29:6,24
1939,1009,Not Delivered,3:21:28,24
1940,6084,Delivered,2:19:36,8
1941,8021,Delivered,12:42:57,29
1942,9620,Delivered,0:9:15,19
1943,806,Delivered,21:22:19,14
1944,2110,Not Delivered,17:38:44,24
1945,1677,Delivered,6:56:45,29
1946,5331,Not Delivered,11:40:52,15
1947,4462,Delivered,0:30:52,12
1948,6823,Not Delivered,5:38:9,17
1949,374,Delivered,0:45:7,29
1950,4575,Delivered,22:47:29,34
1951,1683,Not Delivered,20:45:46,6
1952,8131,Delivered,11:9:54,34
1953,7376,Not Delivered,15:45:9,6
1954,2377,Delivered,22:36:27,24
1955,5889,Delivered,15:20:27,25
1956,9191,Not Delivered,4:41:53,12
1957,6650,Not Delivered,22:32:39,33
1958,8789,Delivered,15:21:35,34
1959,3829,Not Delivered,4:21:23,4
1960,3303,Not Delivered,1:25:13,26
1961,3404,Delivered,15:44:22,16
1962,1853,Delivered,3:34:7,14
1963,2423,Delivered,10:3:39,17
1964,2010,Delivered,0:11:31,23
1965,6906,Delivered,1:35:28,2
1966,5493,Delivered,4:47:44,13
1967,7157,Not Delivered,10:13:47,33
1968,9185,Not Delivered,4:15:27,1
1969,3462,Not Delivered,1:55:58,33
1970,5573,Delivered,17:0:4,5
1971,1564,Delivered,21:17:0,30
1972,3879,Delivered,8:2:38,17
1973,3926,Not Delivered,4:42:37,13
1974,9517,Delivered,22:53:7,14
1975,416,Not Delivered,18:43:16,16
1976,4304,Not Delivered,1:40:54,3
1977,4635,Not Delivered,9:5:42,33
1978,1363,Not Delivered,20:1:47,1
1979,1392,Delivered,0:32:56,8
1980,1066,Not Delivered,5:30:42,30
1981,7954,Delivered,20:40:38,4
1982,1736,Delivered,2:56:11,7
1983,7554,Delivered,1:35:1,31
1984,6009,Delivered,1:9:40,17
1985,4144,Not Delivered,15:58:41,14
1986,9742,Delivered,17:41:17,20
1987,7128,Delivered,7:38:48,27
1988,9738,Not Delivered,8:51:20,22
1989,2328,Not Delivered,0:26:7,23
1990,1623,Delivered,18:37:10,6
1991,5022,Not Delivered,2:28:34,13
1992,3960,Not Delivered,3:56:54,15
1993,5828,Not Delivered,19:46:42,6
1994,6998,Delivered,21:9:1,34
1995,8523,Delivered,17:43:11,18
1996,8345,Not Delivered,10:47:5,4
1997,5246,Not Delivered,23:58:55,26
1998,7948,Delivered,3:21:44,4
1999,246,Delivered,22:25:25,15
2000,5845,Delivered,1:59:34,9
2001,503,Delivered,9:19:57,28
2002,4695,Delivered,11:53:50,10
2003,5115,Not Delivered,11:24:5,4
2004,4975,Delivered,0:42:17,3
2005,7331,Delivered,19:3:29,3
2006,5522,Delivered,4:49:23,5
2007,4593,Not Delivered,13:22:6,12
2008,7100,Not Delivered,18:41:17,5
2009,5256,Not Delivered,5:52:44,4
2010,9253,Delivered,1:0:46,28
2011,1781,Not Delivered,5:58:30,15
2012,8239,Delivered,18:50:4,26
2013,6481,Not Delivered,7:8:52,18
2014,3174,Not Delivered,7:53:40,11
2015,2545,Delivered,22:4:36,15
2016,1571,Delivered,21:41:22,22
2017,3649,Delivered,13:12:12,5
2018,5256,Delivered,3:40:52,26
2019,5003,Not Delivered,8:57:50,16
2020,8234,Delivered,8:26:31,27
2021,6224,Delivered,10:18:11,17
2022,8786,Not Delivered,15:42:25,29
2023,4577,Delivered,11:22:25,17
2024,2694,Not Delivered,1:27:54,14
2025,8140,Not Delivered,3:46:0,24
2026,3703,Delivered,4:9:7,4
2027,7530,Not Delivered,9:48:41,32
2028,9830,Not Delivered,23:45:29,9
2029,511,Not Delivered,23:20:49,13
2030,7909,Delivered,20:44:22,30
2031,290,Not Delivered,12:37:25,30
2032,86,Not Delivered,0:49:45,34
2033,6407,Not Delivered,11:57:51,18
2034,6475,Not Delivered,21:21:0,24
2035,9993,Delivered,1:37:33,30
2036,7650,Not Delivered,15:0:10,1
2037,1405,Delivered,21:51:21,8
2038,390,Delivered,22:20:57,9
2039,8424,Not Delivered,21:10:21,29
2040,1515,Delivered,0:5:28,14
2041,492,Delivered,0:45:20,12
2042,8768,Not Delivered,14:16:30,4
2043,2059,Delivered,19:29:38,26
2044,8869,Not Delivered,5:6:31,1
2045,7739,Not Delivered,6:58:19,1
2046,1822,Delivered,1:7:7,14
2047,5924,Delivered,21:16:53,28
2048,4286,Delivered,13:57:56,4
2049,2411,Not Delivered,19:41:42,33
2050,7199,Delivered,1:22:51,5
2051,6414,Delivered,0:45:5,24
2052,4955,Not Delivered,10:32:35,27
2053,1241,Delivered,19:24:5,26
2054,2182,Delivered,15:2:44,14
2055,6206,Not Delivered,0:17:49,10
2056,1797,Delivered,21:21:41,31
2057,1056,Delivered,23:38:19,34
2058,734,Not Delivered,3:10:49,29
2059,5474,Delivered,3:54:49,13
2060,8414,Delivered,15:45:4,17
2061,862,Not Delivered,21:50:41,32
2062,45,Delivered,23:12:15,33
2063,7926,Not Delivered,21:56:14,26
2064,1406,Delivered,3:19:40,6
2065,2344,Delivered,13:33:42,2
2066,4111,Delivered,4:13:37,27
2067,2377,Delivered,7:43:46,7
2068,1126,Delivered,10:20:44,12
2069,444,Delivered,18:53:12,6
2070,2381,Not Delivered,12:15:9,34
2071,246,Not Delivered,5:56:10,13
2072,309,Not Delivered,23:47:1,18
2073,5511,Not Delivered,20:6:30,33
2074,3392,Not Delivered,23:53:38,25
2075,2757,Not Delivered,1:6:7,8
2076,3328,Not Delivered,7:50:4,12
2077,3933,Not Delivered,5:9:29,34
2078,350,Not Delivered,2:23:58,29
2079,3852,Not Delivered,6:16:52,3
2080,5623,Not Delivered,11:3:31,26
2081,5017,Not Delivered,10:23:31,18
2082,9378,Delivered,3:55:31,11
2083,4419,Delivered,16:4:26,33
2084,9423,Delivered,4:45:17,20
2085,8268,Delivered,9:56:35,3
2086,1352,Not Delivered,3:23:53,7
2087,741,Delivered,12:11:23,27
2088,8477,Delivered,14:23:28,24
2089,2212,Not Delivered,22:11:54,21
2090,603,Not Delivered,15:53:57,24
2091,3868,Not Delivered,1:25:51,29
2092,6819,Delivered,4:11:14,16
2093,2402,Not Delivered,8:8:20,23
2094,4184,Delivered,5:12:58,34
2095,969,Not Delivered,20:0:3,2
2096,8017,Not Delivered,15:58:27,7
2097,8564,Delivered,19:44:45,5
2098,7705,Delivered,18:37:3,5
2099,7769,Delivered,9:42:56,2
2100,8852,Not Delivered,15:42:40,2
2101,1891,Not Delivered,1:4:45,22
2102,6828,Delivered,18:49:35,5
2103,4469,Not Delivered,22:31:12,24
2104,4883,Delivered,16:31:18,23
2105,6737,Delivered,21:9:32,11
2106,7741,Not Delivered,16:55:57,33
2107,2485,Not Delivered,1:5:25,30
2108,707,Delivered,3:21:48,12
2109,5598,Not Delivered,9:36:25,29
2110,6999,Not Delivered,8:1:10,24
2111,3220,Not Delivered,7:21:13,31
2112,4029,Not Delivered,12:45:44,28
2113,5190,Delivered,13:23:50,15
2114,7911,Delivered,21:5:52,6
2115,8233,Not Delivered,22:36:13,16
2116,7697,Not Delivered,0:51:10,11
2117,4673,Delivered,15:9:34,33
2118,7451,Not Delivered,12:22:6,15
2119,3901,Delivered,14:10:57,18
2120,613,Not Delivered,21:43:29,15
2121,6726,Delivered,3:13:34,27
2122,4521,Delivered,14:40:1,34
2123,8272,Delivered,3:20:21,31
2124,8667,Delivered,15:19:50,13
2125,7140,Not Delivered,21:46:21,22
2126,577,Not Delivered,1:56:11,28
2127,8212,Delivered,11:55:30,17
2128,6627,Not Delivered,10:12:11,32
2129,9224,Not Delivered,23:3:0,13
2130,4524,Delivered,10:12:23,4
2131,1192,Not Delivered,1:1:29,2
2132,8555,Not Delivered,7:13:49,19
2133,8481,Delivered,23:24:57,12
2134,2211,Delivered,21:8:9,10
2135,4039,Delivered,2:29:9,15
2136,165,Delivered,10:57:6,11
2137,425,Delivered,23:56:1,11
2138,9182,Not Delivered,22:58:0,22
2139,7178,Delivered,0:59:19,33
2140,819,Not Delivered,5:12:1,1
2141,3009,Not Delivered,0:47:40,25
2142,9089,Delivered,19:36:51,23
2143,1507,Delivered,0:19:47,32
2144,1047,Delivered,22:40:41,31
2145,6979,Delivered,19:29:56,7
2146,6645,Delivered,4:45:25,8
