order_id,customer_id,restaurant_id,order_item,order_date,order_time,order_status,total_amount
2155,15,54,Shawarma,2023-05-20,16:25:31,Completed,337
2156,4,33,Shawarma,2023-07-22,19:17:18,Not Fulfilled,371
2157,28,50,Pizza,2023-06-11,11:33:51,Completed,708
2158,15,58,Pasta,2023-06-04,18:50:04,Not Fulfilled,220
2159,30,17,Dosa,2023-12-26,16:39:45,Not Fulfilled,244
2160,24,49,Paneer Butter Masala,2023-06-08,21:02:06,Completed,562
2161,10,22,Dosa,2023-05-28,21:42:00,Not Fulfilled,774
2162,30,36,Pizza,2023-08-08,14:52:23,Completed,548
2163,13,43,Biryani,2023-07-25,03:59:08,Not Fulfilled,182
2164,6,68,Biryani,2023-07-28,06:02:18,Not Fulfilled,490
2165,3,59,Biryani,2023-01-02,11:57:40,Completed,223
2166,7,55,Paneer Butter Masala,2023-09-09,00:15:07,Not Fulfilled,682
2167,25,12,Shawarma,2023-05-08,14:57:53,Not Fulfilled,554
2168,23,19,Pizza,2023-08-06,12:57:41,Not Fulfilled,285
2169,18,23,Burger,2023-04-24,17:45:48,Not Fulfilled,258
2170,31,54,Pasta,2023-12-20,08:41:41,Completed,373
2171,10,10,Burger,2023-05-01,09:10:06,Not Fulfilled,202
2172,6,63,Chole Bhature,2023-06-10,16:56:46,Not Fulfilled,236
2173,27,36,Chole Bhature,2023-02-21,18:38:10,Not Fulfilled,619
2174,11,37,Chole Bhature,2023-08-25,13:31:31,Completed,582
2175,13,65,Chole Bhature,2023-08-14,07:28:46,Not Fulfilled,501
2176,30,49,Shawarma,2023-04-25,23:41:04,Not Fulfilled,201
2177,17,60,Dosa,2023-06-04,00:01:35,Completed,475
2178,19,34,Chole Bhature,2023-08-30,14:15:23,Not Fulfilled,326
2179,14,53,Chole Bhature,2023-04-28,20:20:50,Completed,579
2180,6,46,Dosa,2023-08-15,02:02:25,Completed,304
2181,29,4,Dosa,2023-10-11,12:33:11,Not Fulfilled,426
2182,33,8,Pizza,2023-01-05,11:38:14,Completed,694
2183,11,8,Pasta,2023-03-14,07:56:31,Not Fulfilled,155
2184,29,41,Chole Bhature,2023-05-26,14:26:29,Not Fulfilled,351
2185,22,56,Biryani,2023-04-17,04:38:27,Completed,585
2186,3,67,Biryani,2023-04-04,06:30:19,Not Fulfilled,302
2187,3,55,Dosa,2023-04-26,13:25:03,Completed,789
2188,26,55,Pasta,2023-03-19,06:48:40,Completed,292
2189,13,68,Chole Bhature,2023-04-01,17:53:21,Not Fulfilled,432
2190,21,19,Shawarma,2023-11-02,22:25:15,Not Fulfilled,188
2191,4,65,Pasta,2023-11-19,17:29:23,Completed,795
2192,17,41,Paneer Butter Masala,2023-04-08,05:31:07,Not Fulfilled,531
2193,29,5,Biryani,2023-09-01,14:51:48,Completed,787
2194,15,36,Biryani,2023-07-17,18:36:39,Completed,429
2195,24,51,Burger,2023-01-11,06:51:34,Completed,596
2196,32,20,Paneer Butter Masala,2023-07-15,09:49:29,Not Fulfilled,537
2197,24,8,Shawarma,2023-05-24,10:32:22,Not Fulfilled,521
2198,7,67,Pizza,2023-03-24,09:27:05,Completed,533
2199,29,63,Dosa,2023-04-11,17:20:20,Not Fulfilled,705
2200,31,14,Pasta,2023-12-14,21:36:17,Not Fulfilled,217
2201,19,27,Burger,2023-05-08,12:19:28,Not Fulfilled,604
2202,32,9,Chole Bhature,2023-11-04,02:47:11,Not Fulfilled,683
2203,17,56,Pizza,2023-01-21,05:42:32,Not Fulfilled,244
2204,27,52,Burger,2023-10-07,00:10:38,Completed,155
2205,6,38,Dosa,2023-12-03,18:46:18,Completed,343
2206,4,16,Burger,2023-01-23,13:17:57,Completed,197
2207,23,55,Shawarma,2023-10-27,17:07:45,Not Fulfilled,684
2208,32,56,Biryani,2023-07-28,13:25:21,Not Fulfilled,737
2209,27,64,Dosa,2023-06-07,09:21:33,Not Fulfilled,220
2210,25,64,Dosa,2023-09-27,03:49:47,Not Fulfilled,445
2211,21,37,Dosa,2023-06-03,13:15:08,Not Fulfilled,437
2212,16,4,Pasta,2023-03-23,14:07:14,Not Fulfilled,271
2213,3,49,Dosa,2023-05-21,20:34:16,Not Fulfilled,484
2214,17,46,Burger,2023-08-18,11:06:30,Not Fulfilled,684
2215,2,46,Biryani,2023-04-25,06:54:01,Not Fulfilled,228
2216,7,42,Chole Bhature,2023-02-10,02:04:41,Completed,494
2217,27,54,Paneer Butter Masala,2023-12-21,23:49:06,Not Fulfilled,780
2218,29,18,Biryani,2023-03-17,07:59:27,Completed,479
2219,8,43,Shawarma,2023-06-11,11:12:35,Completed,364
2220,31,16,Pasta,2023-05-12,01:31:50,Not Fulfilled,358
2221,10,17,Shawarma,2023-01-10,18:18:54,Completed,342
2222,12,15,Pasta,2023-02-15,12:38:17,Completed,202
2223,33,64,Pizza,2023-04-02,01:31:48,Not Fulfilled,708
2224,23,1,Pizza,2023-07-05,20:07:27,Completed,342
2225,5,24,Pasta,2023-04-15,16:24:36,Completed,583
2226,21,48,Pasta,2023-04-30,01:54:09,Completed,431
2227,22,4,Pasta,2023-07-21,16:11:36,Completed,428
2228,13,33,Pizza,2023-02-14,17:30:36,Completed,653
2229,1,59,Burger,2023-11-18,12:53:11,Completed,396
2230,7,16,Paneer Butter Masala,2023-07-24,18:30:02,Completed,567
2231,16,18,Paneer Butter Masala,2023-06-01,15:16:05,Not Fulfilled,477
2232,13,65,Biryani,2023-01-25,18:12:29,Completed,583
2233,31,50,Burger,2023-09-11,23:21:08,Not Fulfilled,498
2234,19,40,Shawarma,2023-12-03,21:13:39,Not Fulfilled,270
2235,25,25,Paneer Butter Masala,2023-08-30,10:34:02,Not Fulfilled,473
2236,33,5,Chole Bhature,2023-07-03,22:31:34,Completed,471
2237,24,47,Chole Bhature,2023-11-21,00:39:08,Not Fulfilled,206
2238,5,15,Burger,2023-12-19,09:59:03,Not Fulfilled,231
2239,12,10,Biryani,2023-02-14,01:17:29,Completed,383
2240,5,12,Biryani,2023-06-12,00:38:49,Completed,222
2241,16,65,Biryani,2023-09-24,09:52:23,Not Fulfilled,237
2242,24,51,Burger,2023-02-02,00:57:47,Not Fulfilled,580
2243,6,60,Pizza,2023-11-12,20:37:46,Completed,463
2244,4,56,Chole Bhature,2023-08-09,19:08:32,Completed,440
2245,1,47,Pasta,2023-04-25,15:41:56,Completed,324
2246,19,43,Burger,2023-03-20,04:01:32,Completed,693
2247,28,59,Paneer Butter Masala,2023-03-07,07:49:37,Not Fulfilled,369
2248,30,10,Shawarma,2023-10-31,21:01:08,Not Fulfilled,387
2249,29,2,Paneer Butter Masala,2023-05-18,03:28:09,Completed,677
2250,30,57,Pizza,2023-03-07,21:50:03,Not Fulfilled,428
2251,23,10,Pasta,2023-03-23,06:13:41,Completed,616
2252,3,54,Burger,2023-06-09,06:08:39,Completed,452
2253,21,24,Pasta,2023-11-19,12:40:10,Not Fulfilled,785
2254,19,47,Chole Bhature,2023-02-21,03:46:58,Completed,757
2255,30,34,Shawarma,2023-07-15,04:35:42,Completed,552
2256,33,28,Pizza,2023-12-13,04:19:36,Not Fulfilled,259
2257,3,3,Chole Bhature,2023-02-18,18:29:50,Completed,415
2258,6,34,Burger,2023-04-05,18:28:01,Not Fulfilled,330
2259,4,58,Biryani,2023-05-07,11:08:55,Completed,458
2260,2,6,Shawarma,2023-01-25,18:41:55,Not Fulfilled,210
2261,5,30,Biryani,2023-10-01,21:22:45,Completed,305
2262,26,62,Pizza,2023-01-30,08:30:43,Completed,226
2263,19,36,Paneer Butter Masala,2023-11-24,12:02:52,Completed,511
2264,25,32,Pizza,2023-06-24,22:20:59,Completed,765
2265,30,5,Dosa,2023-07-01,17:06:09,Not Fulfilled,702
2266,21,4,Chole Bhature,2023-06-17,14:31:29,Not Fulfilled,740
2267,16,31,Biryani,2023-04-03,01:50:44,Not Fulfilled,493
2268,1,54,Biryani,2023-02-14,02:33:51,Not Fulfilled,600
2269,11,64,Shawarma,2023-05-31,13:15:46,Completed,580
2270,27,68,Shawarma,2023-08-13,18:01:36,Completed,207
2271,21,21,Paneer Butter Masala,2023-02-16,14:55:20,Completed,266
2272,10,51,Chole Bhature,2023-11-23,21:56:28,Not Fulfilled,536
2273,23,10,Burger,2023-04-16,12:41:15,Completed,623
2274,12,25,Pasta,2023-08-15,18:09:53,Completed,724
2275,20,18,Dosa,2023-04-30,00:54:19,Not Fulfilled,264
2276,27,66,Paneer Butter Masala,2023-05-08,22:39:20,Not Fulfilled,444
2277,5,16,Paneer Butter Masala,2023-12-29,20:31:33,Not Fulfilled,302
2278,13,1,Burger,2023-06-24,11:25:47,Completed,679
2279,22,14,Biryani,2023-01-23,01:16:45,Completed,609
2280,11,67,Shawarma,2023-12-17,01:02:04,Not Fulfilled,580
2281,22,42,Shawarma,2023-03-21,11:56:39,Completed,534
2282,18,22,Shawarma,2023-11-03,13:40:04,Completed,600
2283,29,42,Dosa,2023-11-20,01:41:37,Completed,528
2284,25,56,Pizza,2023-08-14,04:11:36,Not Fulfilled,695
2285,27,58,Dosa,2023-12-04,23:23:05,Completed,504
2286,15,13,Paneer Butter Masala,2023-07-09,01:46:50,Completed,737
2287,31,15,Burger,2023-07-26,12:34:01,Completed,291
2288,32,38,Pizza,2023-07-11,16:20:25,Not Fulfilled,293
2289,19,10,Paneer Butter Masala,2023-07-22,14:04:43,Completed,204
2290,16,68,Burger,2023-02-09,03:11:39,Completed,513
2291,7,12,Pizza,2023-07-27,20:28:55,Completed,373
2292,27,23,Pizza,2023-10-04,04:59:32,Not Fulfilled,524
2293,33,8,Shawarma,2023-09-06,21:56:07,Not Fulfilled,500
2294,9,59,Pizza,2023-01-16,01:08:10,Not Fulfilled,259
2295,24,54,Dosa,2023-10-14,15:55:08,Completed,552
2296,18,63,Pasta,2023-04-11,14:41:36,Completed,566
2297,21,65,Paneer Butter Masala,2023-04-03,12:52:01,Not Fulfilled,701
2298,17,41,Chole Bhature,2023-10-11,19:39:45,Completed,618
2299,6,54,Paneer Butter Masala,2023-03-25,15:56:09,Not Fulfilled,733
2300,14,63,Chole Bhature,2023-06-08,22:48:58,Completed,413
2301,14,64,Paneer Butter Masala,2023-01-15,01:57:57,Not Fulfilled,446
2302,30,38,Dosa,2023-10-18,20:27:59,Completed,482
2303,23,4,Burger,2023-08-01,16:58:32,Completed,165
2304,26,16,Pasta,2023-12-20,04:00:02,Completed,228
2305,10,55,Pasta,2023-04-16,22:01:27,Completed,236
2306,3,42,Paneer Butter Masala,2023-03-21,14:52:48,Completed,510
2307,23,24,Biryani,2023-05-06,13:49:36,Completed,722
2308,24,42,Chole Bhature,2023-09-15,01:16:09,Completed,667
2309,21,33,Burger,2023-04-07,23:05:43,Completed,743
2310,16,68,Dosa,2023-07-03,21:15:40,Completed,724
2311,32,16,Pizza,2023-04-23,22:56:07,Not Fulfilled,237
2312,5,41,Chole Bhature,2023-07-24,10:20:48,Completed,240
2313,4,5,Pasta,2023-01-19,16:39:09,Completed,164
2314,11,15,Biryani,2023-03-28,14:43:48,Completed,265
2315,15,71,Chole Bhature,2023-01-25,10:29:08,Completed,480
2316,8,31,Pasta,2023-07-12,03:52:27,Not Fulfilled,160
2317,9,5,Pizza,2023-09-14,11:29:49,Completed,312
2318,13,3,Burger,2023-06-09,09:33:11,Completed,169
2319,5,30,Burger,2023-11-25,08:17:26,Completed,771
2320,11,13,Pasta,2023-12-24,14:56:03,Not Fulfilled,479
2321,29,43,Biryani,2023-09-18,09:51:12,Not Fulfilled,439
2322,25,13,Pasta,2023-10-11,15:57:29,Completed,458
2323,13,20,Chole Bhature,2023-04-03,10:08:10,Not Fulfilled,300
2324,2,43,Burger,2023-02-05,23:22:54,Not Fulfilled,379
2325,11,30,Biryani,2023-04-08,20:12:26,Not Fulfilled,383
2326,8,12,Pasta,2023-10-13,11:57:32,Completed,377
2327,7,3,Paneer Butter Masala,2023-02-05,05:46:28,Completed,304
2328,16,66,Shawarma,2023-03-03,15:59:50,Completed,191
2329,14,59,Chole Bhature,2023-10-24,15:02:40,Completed,649
2330,32,28,Pasta,2023-08-23,00:50:08,Completed,785
2331,16,40,Biryani,2023-07-21,00:15:51,Completed,682
2332,1,4,Chole Bhature,2023-09-12,09:21:16,Completed,404
2333,15,3,Paneer Butter Masala,2023-04-11,13:24:45,Not Fulfilled,381
2334,2,16,Burger,2023-06-23,12:04:21,Completed,347
2335,21,66,Biryani,2023-11-11,16:12:50,Not Fulfilled,699
2336,1,53,Paneer Butter Masala,2023-08-03,12:33:46,Completed,237
2337,15,28,Shawarma,2023-07-07,20:19:33,Completed,164
2338,3,19,Shawarma,2023-10-24,07:48:08,Not Fulfilled,675
2339,19,68,Pasta,2023-08-31,13:55:51,Not Fulfilled,708
2340,32,25,Biryani,2023-10-08,22:47:37,Not Fulfilled,526
2341,23,12,Pasta,2023-02-23,01:31:53,Completed,672
2342,6,62,Shawarma,2023-03-20,13:23:02,Not Fulfilled,488
2343,2,47,Shawarma,2023-10-10,04:41:27,Not Fulfilled,595
2344,4,16,Biryani,2023-12-16,19:22:34,Not Fulfilled,383
2345,12,3,Paneer Butter Masala,2023-10-30,23:16:24,Not Fulfilled,703
2346,7,2,Burger,2023-05-23,14:42:21,Completed,337
2347,30,48,Shawarma,2023-05-04,13:53:24,Not Fulfilled,710
2348,25,4,Pasta,2023-10-20,23:59:55,Completed,437
2349,32,70,Shawarma,2023-05-17,12:19:13,Not Fulfilled,404
2350,21,49,Shawarma,2023-10-03,13:06:22,Completed,177
2351,22,18,Chole Bhature,2023-01-09,02:45:48,Completed,542
2352,10,21,Pizza,2023-10-08,01:28:57,Completed,184
2353,6,37,Dosa,2023-02-22,20:42:11,Not Fulfilled,391
2354,20,49,Biryani,2023-07-30,18:45:03,Completed,650
2355,14,60,Burger,2023-05-09,17:57:53,Completed,566
2356,32,48,Chole Bhature,2023-06-21,04:59:35,Completed,206
2357,9,12,Shawarma,2023-05-12,00:56:58,Completed,535
2358,13,9,Paneer Butter Masala,2023-12-27,21:23:34,Completed,750
2359,27,31,Burger,2023-01-19,23:33:57,Not Fulfilled,489
2360,28,12,Biryani,2023-04-13,01:19:06,Not Fulfilled,409
2361,22,42,Biryani,2023-10-05,03:50:38,Completed,503
2362,17,60,Biryani,2023-08-09,01:46:08,Not Fulfilled,256
2363,11,49,Chole Bhature,2023-05-27,13:23:30,Not Fulfilled,605
2364,14,5,Chole Bhature,2023-03-13,22:45:10,Not Fulfilled,401
2365,21,37,Dosa,2023-02-22,10:34:59,Completed,504
2366,24,15,Dosa,2023-08-18,18:36:47,Completed,341
2367,11,37,Pasta,2023-05-17,10:25:22,Not Fulfilled,505
2368,1,51,Pasta,2023-04-15,10:02:53,Not Fulfilled,766
2369,3,18,Burger,2023-11-05,08:16:45,Not Fulfilled,613
2370,6,27,Burger,2024-01-01,23:41:48,Completed,550
2371,22,9,Shawarma,2023-07-02,16:30:07,Not Fulfilled,218
2372,4,17,Pizza,2023-12-12,16:00:13,Not Fulfilled,156
2373,24,26,Biryani,2023-11-29,17:46:43,Completed,304
2374,19,22,Chole Bhature,2023-06-03,07:52:53,Not Fulfilled,567
2375,28,55,Pasta,2023-11-28,03:15:24,Completed,250
2376,10,8,Biryani,2023-02-27,22:08:48,Completed,288
2377,9,33,Pizza,2023-02-26,00:28:36,Not Fulfilled,537
2378,6,54,Pizza,2023-12-02,12:05:00,Completed,364
2379,16,9,Pasta,2023-12-20,03:14:16,Not Fulfilled,582
2380,24,46,Burger,2023-02-15,09:22:50,Not Fulfilled,674
2381,33,16,Dosa,2023-01-31,08:45:58,Not Fulfilled,594
2382,12,13,Chole Bhature,2023-04-11,19:16:07,Not Fulfilled,759
2383,22,39,Dosa,2023-02-22,09:29:03,Completed,317
2384,20,71,Shawarma,2023-02-12,19:27:05,Completed,701
2385,8,48,Biryani,2023-04-18,18:07:04,Completed,736
2386,31,63,Pasta,2023-04-25,16:52:25,Not Fulfilled,474
2387,18,54,Shawarma,2023-12-06,11:51:01,Completed,485
2388,26,15,Pizza,2023-11-13,20:04:56,Completed,795
2389,27,10,Paneer Butter Masala,2023-06-04,01:03:54,Not Fulfilled,563
2390,16,16,Paneer Butter Masala,2023-06-11,20:12:52,Completed,356
2391,15,62,Biryani,2023-04-19,17:05:10,Completed,554
2392,24,57,Pizza,2023-01-22,22:42:05,Completed,297
2393,12,43,Pizza,2023-09-12,02:28:17,Completed,217
2394,19,53,Shawarma,2023-10-14,19:46:01,Not Fulfilled,333
2395,12,25,Pasta,2023-04-02,12:23:55,Completed,450
2396,4,31,Biryani,2023-05-07,18:49:33,Completed,399
2397,8,12,Shawarma,2023-11-01,20:02:27,Completed,666
2398,20,52,Shawarma,2023-10-22,06:31:29,Not Fulfilled,300
2399,16,10,Burger,2023-07-19,05:19:39,Not Fulfilled,451
2400,24,42,Chole Bhature,2023-12-06,15:57:21,Not Fulfilled,476
2401,33,15,Dosa,2023-10-06,14:51:08,Not Fulfilled,165
2402,15,29,Paneer Butter Masala,2023-05-06,11:11:46,Not Fulfilled,378
2403,1,39,Pasta,2023-05-14,21:23:19,Completed,687
2404,32,21,Burger,2023-09-13,20:43:42,Not Fulfilled,316
2405,11,16,Dosa,2023-01-14,12:34:01,Completed,516
2406,28,17,Shawarma,2023-05-25,23:16:03,Completed,388
2407,7,48,Pasta,2023-01-02,19:16:32,Completed,372
2408,25,10,Dosa,2023-10-03,04:27:50,Not Fulfilled,518
2409,18,57,Burger,2023-05-17,01:44:48,Completed,160
2410,9,42,Chole Bhature,2023-04-14,16:34:09,Completed,242
2411,22,70,Paneer Butter Masala,2023-06-04,21:11:26,Completed,786
2412,6,46,Chole Bhature,2023-06-29,00:40:03,Not Fulfilled,615
2413,28,31,Paneer Butter Masala,2023-12-28,17:35:24,Completed,244
2414,21,42,Pasta,2023-04-07,04:13:39,Not Fulfilled,431
2415,19,9,Dosa,2023-08-31,22:48:23,Not Fulfilled,240
2416,31,7,Shawarma,2023-09-24,16:03:58,Not Fulfilled,580
2417,12,30,Chole Bhature,2023-09-06,10:48:35,Not Fulfilled,484
2418,30,62,Chole Bhature,2023-11-02,02:41:43,Not Fulfilled,327
2419,26,53,Pasta,2023-11-07,03:14:09,Completed,360
2420,11,65,Biryani,2023-05-21,15:31:45,Not Fulfilled,303
2421,9,66,Paneer Butter Masala,2023-06-07,11:08:05,Not Fulfilled,504
2422,13,67,Pizza,2023-11-20,23:57:44,Completed,743
2423,15,56,Burger,2023-08-30,13:01:06,Not Fulfilled,406
2424,16,15,Paneer Butter Masala,2023-04-10,20:50:45,Not Fulfilled,344
2425,27,55,Chole Bhature,2023-07-15,09:02:19,Completed,527
2426,13,1,Dosa,2023-05-15,04:38:04,Completed,471
2427,9,59,Paneer Butter Masala,2023-04-11,12:22:42,Not Fulfilled,449
2428,8,69,Chole Bhature,2023-11-27,20:28:34,Not Fulfilled,568
2429,23,19,Shawarma,2023-08-26,22:23:48,Completed,657
2430,23,59,Biryani,2023-06-05,17:22:35,Not Fulfilled,387
2431,2,58,Shawarma,2023-11-02,14:20:37,Not Fulfilled,322
2432,14,17,Biryani,2023-07-11,06:05:32,Not Fulfilled,621
2433,25,62,Paneer Butter Masala,2023-03-27,17:12:15,Completed,280
2434,13,64,Dosa,2023-12-26,06:25:27,Not Fulfilled,246
2435,4,3,Pizza,2023-02-16,16:57:30,Completed,198
2436,9,25,Paneer Butter Masala,2023-11-14,16:32:20,Completed,792
2437,16,4,Chole Bhature,2023-12-01,15:29:22,Not Fulfilled,610
2438,18,61,Paneer Butter Masala,2023-11-20,17:52:02,Completed,382
2439,4,3,Pizza,2023-12-08,04:19:55,Not Fulfilled,670
2440,3,11,Biryani,2023-07-26,13:07:09,Not Fulfilled,169
2441,6,47,Shawarma,2023-01-16,12:41:25,Not Fulfilled,431
2442,1,37,Dosa,2023-11-19,10:45:44,Completed,397
2443,31,59,Burger,2023-11-15,10:26:30,Completed,792
2444,18,28,Dosa,2023-12-09,11:37:03,Not Fulfilled,390
2445,8,6,Dosa,2023-12-06,12:32:52,Completed,413
2446,20,60,Chole Bhature,2023-02-28,20:21:47,Not Fulfilled,314
2447,27,49,Burger,2023-04-08,20:59:53,Completed,333
2448,4,65,Pizza,2023-03-13,16:53:34,Completed,632
2449,15,17,Biryani,2023-10-14,21:59:30,Not Fulfilled,494
2450,13,19,Paneer Butter Masala,2023-04-17,14:55:29,Completed,788
2451,29,61,Burger,2023-12-09,14:46:06,Completed,544
2452,11,45,Chole Bhature,2023-01-06,21:57:56,Completed,173
2453,6,55,Pizza,2023-07-09,21:32:29,Not Fulfilled,260
2454,15,68,Biryani,2023-09-23,17:15:43,Not Fulfilled,210
2455,12,51,Paneer Butter Masala,2023-09-26,21:49:42,Completed,559
2456,32,5,Paneer Butter Masala,2023-10-31,01:42:08,Not Fulfilled,304
2457,30,6,Biryani,2023-10-13,13:08:32,Completed,579
2458,23,32,Paneer Butter Masala,2023-04-19,16:37:34,Not Fulfilled,609
2459,28,32,Pasta,2023-01-10,01:44:07,Completed,481
2460,20,59,Burger,2023-05-30,20:19:58,Completed,303
2461,14,6,Pasta,2023-06-19,23:52:40,Not Fulfilled,202
2462,4,7,Pizza,2023-02-27,07:25:19,Completed,205
2463,28,16,Pasta,2023-02-17,22:48:51,Not Fulfilled,418
2464,27,54,Pizza,2023-11-06,03:30:30,Not Fulfilled,493
2465,18,22,Dosa,2023-03-28,00:52:38,Completed,638
2466,18,20,Dosa,2023-09-16,17:04:52,Not Fulfilled,254
2467,3,71,Pizza,2023-12-04,23:14:04,Not Fulfilled,683
2468,18,16,Biryani,2023-08-30,13:25:18,Completed,342
2469,27,32,Chole Bhature,2023-09-02,08:31:08,Not Fulfilled,209
2470,1,5,Paneer Butter Masala,2023-03-14,17:56:25,Completed,722
2471,2,18,Shawarma,2023-05-02,16:27:27,Completed,798
2472,3,32,Chole Bhature,2023-09-22,06:26:43,Completed,192
2473,9,24,Pasta,2023-05-07,07:04:10,Not Fulfilled,584
2474,11,6,Chole Bhature,2023-09-08,06:14:11,Completed,484
2475,1,65,Chole Bhature,2023-02-20,20:41:01,Not Fulfilled,241
2476,30,41,Chole Bhature,2023-10-13,17:20:22,Completed,776
2477,8,42,Pizza,2023-03-04,12:28:05,Completed,675
2478,9,33,Pasta,2023-10-22,02:43:57,Not Fulfilled,531
2479,18,2,Paneer Butter Masala,2023-08-17,00:00:29,Completed,628
2480,30,31,Pasta,2023-04-20,08:19:45,Not Fulfilled,275
2481,30,43,Pasta,2023-05-19,23:51:22,Not Fulfilled,218
2482,23,69,Burger,2023-09-30,01:36:31,Not Fulfilled,258
2483,7,5,Chole Bhature,2023-02-24,11:23:24,Completed,337
2484,4,27,Dosa,2023-09-30,23:54:53,Completed,295
2485,14,28,Chole Bhature,2023-03-01,15:34:51,Completed,229
2486,10,11,Chole Bhature,2023-01-20,07:59:13,Completed,681
2487,28,61,Chole Bhature,2023-07-31,06:39:40,Not Fulfilled,361
2488,24,29,Shawarma,2023-08-30,09:43:00,Not Fulfilled,294
2489,9,63,Dosa,2023-07-12,12:43:23,Not Fulfilled,174
2490,31,36,Paneer Butter Masala,2023-02-24,14:56:36,Completed,531
2491,24,54,Dosa,2023-04-17,02:28:29,Completed,654
2492,1,1,Pizza,2023-02-03,22:49:08,Completed,749
2493,22,28,Pizza,2023-10-17,04:33:32,Not Fulfilled,474
2494,4,66,Biryani,2023-01-31,07:24:52,Not Fulfilled,215
2495,8,25,Dosa,2023-03-31,20:19:47,Completed,410
2496,20,8,Pasta,2023-02-13,05:29:57,Completed,259
2497,21,43,Paneer Butter Masala,2023-01-17,08:55:48,Not Fulfilled,574
2498,23,54,Chole Bhature,2023-01-28,18:02:43,Not Fulfilled,567
2499,23,70,Paneer Butter Masala,2023-04-30,16:55:27,Not Fulfilled,709
2500,12,6,Pizza,2023-12-21,16:59:04,Not Fulfilled,573
2501,2,15,Paneer Butter Masala,2023-05-07,06:20:39,Not Fulfilled,339
2502,21,61,Pizza,2023-09-06,14:24:04,Completed,284
2503,26,46,Paneer Butter Masala,2023-02-04,20:54:21,Completed,423
2504,21,25,Pasta,2023-10-28,11:35:03,Not Fulfilled,537
2505,11,61,Pasta,2023-01-31,23:59:58,Not Fulfilled,309
2506,12,67,Pasta,2023-06-17,03:53:16,Completed,690
2507,10,40,Biryani,2023-11-17,03:12:59,Completed,758
2508,29,19,Burger,2023-05-26,14:20:34,Completed,237
2509,26,53,Dosa,2023-09-28,10:37:21,Completed,229
2510,15,32,Burger,2023-05-31,08:29:44,Completed,705
2511,30,70,Burger,2023-10-02,00:21:38,Not Fulfilled,228
2512,20,41,Pizza,2023-05-19,05:54:33,Completed,703
2513,23,16,Pizza,2023-11-02,11:33:59,Not Fulfilled,757
2514,20,56,Chole Bhature,2023-04-10,15:54:35,Not Fulfilled,692
2515,30,34,Shawarma,2023-01-20,02:04:56,Completed,721
2516,29,56,Shawarma,2023-06-07,10:08:16,Completed,178
2517,26,48,Shawarma,2023-07-02,04:57:08,Not Fulfilled,226
2518,16,8,Pasta,2023-06-09,12:21:34,Not Fulfilled,738
2519,21,64,Shawarma,2023-05-26,21:36:33,Not Fulfilled,567
2520,25,55,Dosa,2023-12-08,07:46:39,Completed,434
2521,23,46,Pizza,2023-08-18,01:42:53,Completed,518
2522,31,18,Shawarma,2023-08-16,21:49:22,Completed,654
2523,31,26,Pizza,2023-07-13,09:45:58,Completed,198
2524,8,53,Paneer Butter Masala,2023-04-15,07:19:13,Not Fulfilled,204
2525,26,21,Pasta,2023-04-08,17:15:09,Completed,704
2526,25,31,Biryani,2023-05-29,20:37:33,Completed,453
2527,27,50,Chole Bhature,2023-06-21,17:20:29,Completed,629
2528,32,27,Paneer Butter Masala,2023-06-02,23:58:32,Not Fulfilled,566
2529,13,53,Burger,2023-12-25,12:01:10,Completed,573
2530,18,10,Paneer Butter Masala,2023-05-03,16:10:38,Not Fulfilled,380
2531,31,55,Biryani,2023-12-19,18:18:05,Not Fulfilled,563
2532,9,11,Paneer Butter Masala,2023-06-07,08:07:21,Completed,535
2533,7,69,Biryani,2023-07-28,19:28:48,Not Fulfilled,707
2534,4,25,Chole Bhature,2023-04-17,17:48:23,Not Fulfilled,799
2535,24,44,Pizza,2023-01-16,06:30:13,Completed,646
2536,19,61,Paneer Butter Masala,2023-07-09,18:30:50,Not Fulfilled,644
2537,3,8,Shawarma,2023-11-05,19:33:59,Not Fulfilled,796
2538,21,24,Burger,2023-12-09,13:00:22,Completed,543
2539,7,48,Biryani,2023-07-24,08:45:09,Not Fulfilled,185
2540,24,67,Chole Bhature,2023-08-25,02:38:04,Not Fulfilled,255
2541,31,21,Paneer Butter Masala,2023-03-08,22:39:35,Not Fulfilled,424
2542,13,19,Dosa,2023-04-24,21:50:05,Not Fulfilled,312
2543,29,11,Pizza,2023-04-09,13:55:00,Not Fulfilled,490
2544,2,3,Biryani,2023-05-11,14:56:00,Completed,526
2545,16,6,Shawarma,2023-03-29,11:58:47,Not Fulfilled,668
2546,30,20,Pasta,2023-09-02,05:47:47,Not Fulfilled,267
2547,30,45,Shawarma,2023-02-05,04:29:02,Completed,768
2548,25,1,Dosa,2023-03-25,23:40:13,Not Fulfilled,657
2549,10,10,Burger,2023-12-02,11:26:35,Not Fulfilled,251
2550,26,34,Pasta,2023-01-12,00:59:27,Not Fulfilled,317
2551,28,6,Paneer Butter Masala,2023-09-27,14:17:42,Completed,374
2552,17,65,Pasta,2023-11-01,21:53:20,Not Fulfilled,617
2553,2,3,Chole Bhature,2023-12-01,14:01:15,Completed,322
2554,32,38,Pasta,2023-07-16,22:48:39,Completed,291
2555,7,9,Dosa,2023-11-02,00:16:50,Completed,428
2556,14,7,Shawarma,2023-07-18,03:54:42,Not Fulfilled,648
